title,seller,property_type,address,price,bedrooms,bathrooms,built_area,land_area,description,publication_date,zip_code,parking
"EN VENTA AMPLIA CASA CERCA DE LA UNIVERSIDAD LASALLE ZONA NORTE CON ALBERCA,Nuroa",Nuroa,Casa,ejido guadalupe victoria,8800000.0,3.0,3.0,342.0,210.0,"💢SE VENDE CASA  CERCA DE LA UNIVERSIDAD LA SALLE, EN  EJIDO GUADALUPE VICTORIA.💢✅$8,800,000▪️Terreno: 210.88 m2▪️Construcción: 342.52 m2*Características**Primer Nivel*:🔹Cochera techada para 3 vehículos con portón eléctrico🔹Recibidor con baño para visitas🔹Mini Bar con aire acondicionado 🔹Jardinera con una mini bodega🔹 Sala -Comedor🔹Amplia cocina equipada 🔹Alacena🔹Terraza con Alberca climatizada *Segundo Nivel:*🔹1 Recámara con Vestidor , Baño completo con canceleria de vidrio templado y aire acondicionado 🔹1 Recámara con amplio closet , baño completo con canceleria y aire acondicionado *Tercer Nivel:*🔹 Amplia Recamara Principal con aire acondicionado, terraza , lavabo doble, baño, Amplio vestidor y vapor.🔹Cuarto de lavado 🔹Closet de blancos Azotea:🔹Techo completamente con loseta🔹Calentador🔹 Hidroneumático*Adicionales*:🔸Cuarto de máquinas para la alberca 🔸Cerca Eléctrica🔸Alarma🔸 Video portero 🔸Cisterna de 20,000 lts🔸Todas las ventanas cuentan con mosquiteros y cortinas black out.","Hace 1 semana, 4 días - Publicado por Fiabilidad e Inversion en Bienes Raíces",68277.0,3.0
"EN VENTA CASA 3 RECAMARAS SAN FELIPE DEL AGUA OAXACA,Nuroa",Nuroa,Casa,san felipe del agua,7500000.0,3.0,4.0,460.0,300.0,En venta casa ubicada en san Felipe del AguaConstruida en material tradicional con algunos desniveles.A solo 4 minutos de la iglesia de San FelipeCaracterísticas:Cochera techada para 2 vehículosPortón eléctrico.Area de lavadoCuarto de servicio1 baño completo.Segundo nivel:Bonita terraza con área de jardínCocina integral equipadaSala con buena iluminación (lámparas leds)Comedor1 antecomedor1 estudio1/2 baño Cuenta con cancelería española.Jardín trasero con muros de canteraJardineras.Tercer nivel:3 habitaciones con closetsCada 1 con su baño completo.2 Areas de tvSistema de electrificación y alarmaCámaras de seguridadCisterna 20 mil ltsPrevia cita,"Hace 3 días, 10 horas - Publicado por Inmuebles Oaxaca",68026.0,2.0
"CASA EN VENTA MACEDONIO ALCALA GUADALUPE VICTORIA OAXACA DE JUAREZ,Nuroa",Nuroa,Casa,ejido guadalupe victoria,510000.0,4.0,3.0,387.0,221.0,"ESTA ES LA OPORTUNIDAD PARA REALIDAD TU SUEÑO DE TENER UNA CASA PROPIA, INVIERTE EN UNA PROPIEDAD A UN EXCELENTE PRECIO MUY POR DE BAJO DE SU VALOR COMERCIAL, UBICADA EN UNA ZONA EXCLUSIVA DEL ESTADO DE OAXACA, ACCESO POR AVENIDAS PRINCIPALES, RODEADA DE ESCUELAS, TIENDAS, UNA ZONA MUY TRANQUILA PARA VIVIR, SU DISTRIBUCION ES DE : 4 AMPLIAS RECAMARAS, ESTUDIO, SALA ,COCINA, 3.5 BAÑOS, AMPLIO ESPACIO PARA TENER A TUS MASCOTAS, 2 LUGARES DE ESTACIONAMIENTO, INVERSION TOTALMENTE SEGURA, ENTREGA GARANTIZADA",14 may 2023 - Publicado por Kioto-Alejandro Peña,68277.0,1.0
"VENTA DE CASA EN, OAXACA,Nuroa",Nuroa,Casa,emiliano zapata,510000.0,4.0,3.0,381.0,221.0,"DESCRIPCION: ESTA ES LA OPORTUNIDAD PARA REALIDAD TU SUEÑO DE TENER UNA CASA PROPIA, INVIERTE EN UNA PROPIEDAD A UN EXCELENTE PRECIO MUY POR DE BAJO DE SU VALOR COMERCIAL, UBICADA EN UNA ZONA EXCLUSIVA DEL ESTADO DE OAXACA, ACCESO POR AVENIDAS PRINCIPALES, RODEADA DE ESCUELAS, TIENDAS, UNA ZONA MUY TRANQUILA PARA VIVIR, SU DISTRIBUCION ES DE : 4 AMPLIAS RECAMARAS, ESTUDIO, SALA ,COCINA, 3.5 BAÑOS, AMPLIO ESPACIO PARA TENER A TUS MASCOTAS, 2 LUGARES DE ESTACIONAMIENTO, INVERSION TOTALMENTE SEGURA, ENTREGA GARANTIZADA BAJO CONTRATO. “NO SE ACEPTAN CREDITOS” INFORMES CON: FRANCO SALDIVAR",15 may 2023 - Publicado por Kioto-franco Saldivar,68148.0,1.0
"VENTA DE CASA COLONIA AGENCIA DE POLICIAS GUADALUPE VICTORIA OAXACA OX,Nuroa",Nuroa,Casa,ejido guadalupe victoria,510000.0,4.0,3.0,350.0,200.0,"EXCELENTE OPORTUNIDAD DE HACER CRECER TU PATRIMONIO, TENGO A LA VENTA UNA MARAVILLOSA CASA. CON UNA UBICACION ESPECTACULAR, EN UNA DE LAS ZONAS CON MAYOR VALOR COMERCIAL EN LOS BIENES RAICES, EN LA COLONIA GUADALUPE VICTORIA. OAXACA DE JUAREZ OAXACA, CUENTA EN SUS ALREDEDORES CON PLAZAS COMERCIALES DE 1RA CATEGORIA, ESCUELAS EN TODOS LOS NIVELES EDUCATIVOS, CENTROS DE RECREACION FAMILIAR, PARQUES Y AREAS NATURALES PARA LOS NIÑOS, HOSPITALES Y CENTROS MEDICOS. ADEMAS ACCESO A LA CASA POR LAS PRINCIPALES AVENIDAS DE LA CIUDAD Y LO MAS IMPORTANTE POR SU CERCANIA CON EL CENTRO DE LA CIUDAD REPRESENTA UNA EXCELENTE INVERSION. EL INMUEBLE CUENTA CON 4 RECAMARAS, COCINA, SALA, COMEDOR, ESTUDIO, 3 BAÑOS Y ESTACIONAMIENTO PARA 2 CARROS, ADEMAS ESPACIO PARA SUS MASCOTAS. ES UNA INVERSION SEGURA Y GARANTIZADA BAJO CONTRATO. NOTA: NO SE ACEPTAN CREDITOS. PARA MAYOR INFORMACION COMUNIQUESE CON SU ASESOR INMOBILIARIO.",15 may 2023 - Publicado por Kioto-Pedro Chavez,68277.0,3.0
"VENTA DE CASA OAXACA,Nuroa",Nuroa,Casa,san felipe del agua,890000.0,3.0,3.0,225.0,300.0,"MAGNIFICA OPORTUNIDAD PARA ADQUIRIR ESTA HERMOSA CASA Y HACER CRECER TU PATRIMONIO FAMILIAR. UBICADA EN UNA ZONA DE ALTA PLUSVALIA CON ACCESO TOTAL POR AVENIDAS PRINCIPALES (CARRETERA CRISTOBAL COLON Y CALZ. SAN FELIPE DEL AGUA) ADEMAS, ESTA A SOLO 5 MINUTOS DE CENTRO DE SALUD, 13 MINUTOS DE PLAZA MAZARI Y 40 MINUTOS DE ESTADIO EDUARDO VASCONCELOS. RODEADA DE TODO LO QUE NECESITAS: RESTAURANTES, BANCOS, FARMACIAS, CENTRO COMERCIALES, PARQUES, MERCADOS, SUPER MERCADOS, HOSPITALES Y CAFETERIAS. LA CASA CUENTA CON 3 AMPLIAS RECAMARAS, 2 BAÑOS COMPLETOS, 1 BAÑO PARA VISITAS Y COCHERAS PARA ESTACIONAR 2 AUTOS. NO PIERDAS LA OPORTUNIDAD DE GARANTIZAR LA COMODIDAD Y TRANQUILIDAD DE LA FAMILIA.",21 jun 2023 - Publicado por Kioto-franco Saldivar,68026.0,2.0
"VENTA DE CASA EN COL. BARRIO DE JATLACO. OAXACA. OAX. (NO CRÉDITO),Nuroa",Nuroa,Casa,barrio jalatlaco,695000.0,3.0,2.0,240.0,189.0,"EXCELENTE OPORTUNIDAD DE ADQUIRIR UNA PROPIEDAD CON TODAS LAS COMODIDADES QUE NECESITAS. LA CASA CUENTA CON 3 AMPLIAS RECAMARAS, 3 ½ BAÑOS, 2 LUGARES DE ESTACIONAMIENTO, SALA COMEDOR Y CUARTO DE SERVICIO. SE UBICA EN UNA ZONA ESTRATÉGICA DE LA CIUDAD, CERCA DE BODEGA AURRERA, PARQUES, COLEGIO, COPPEL, ELEKTRA Y RESTAURANTES. NO SE ACEPTAN CRÉDITOS. ¡NO TE PIERDAS ESTA GRAN OPORTUNIDAD!",31 may 2023 - Publicado por Kioto-Juan Jose,68080.0,1.0
"VENTA DE CASA OAXACA LA NORIA DEJUAREZ,Nuroa",Nuroa,Casa,barrio la noria,790000.0,3.0,2.0,130.0,205.0,"GRAN OPORTUNIDAD DE INVERSION BONITA CASA A UN MUY ATRACTIVO COSTO Y CON EXCELENTE PLUSVALIA CASA, LA DISTRIBUCION ES SALA, COMEDOR, COCINA, CUARTO DE LAVADO, 3 RECAMARAS, 2.5 BAÑO, 1 LUGAR DE ESTACIONAMIENTO.EXCELENTES VIAS DE ACCESO PERIFERICO, EDUARDO MATA, HOTELES, CENTROS COMERCIALES.ARQ.ANDRES FREIXAS TEL:",4 jun 2023 - Publicado por Kioto-Andres Freixas,68083.0,1.0
"VENTA DE CASA EN OAXACA MACEDONIO ALCALA,Nuroa",Nuroa,Casa,ejido guadalupe victoria,510000.0,4.0,3.0,387.0,221.0,"CASA CON PRECIO MUY POR DE BAJO DE SU VALOR COMERCIAL, UBICADA EN UNA ZONA EXCLUSIVA DEL ESTADO DE OAXACA, ACCESO POR AVENIDAS PRINCIPALES, RODEADA DE ESCUELAS, TIENDAS, UNA ZONA MUY TRANQUILA PARA VIVIR, SU DISTRIBUCION ES DE : 4 AMPLIAS RECAMARAS, ESTUDIO, SALA ,COCINA, 3.5 BAÑOS, AMPLIO ESPACIO PARA TENER A TUS MASCOTAS, 2 LUGARES DE ESTACIONAMIENTO, INVERSION TOTALMENTE SEGURA, ENTREGA GARANTIZADA BAJO CONTRATO. “NO SE ACEPTAN CREDITOS”  INFORMES CON:OSCAR MEDELLÍN",6 jun 2023 - Publicado por Kioto-OSCAR MEDELLIN,68277.0,1.0
"VENTA DE CASA EN OAXACA,Nuroa",Nuroa,Casa,america sur,715000.0,3.0,3.0,415.0,264.0,"UNICA OPORTUNIDAD DE ADQUIRIR BONITA CASA CON EXCELENTE UBICACIÓN DENTRO DE COLONIA AMERICA SUR, CUENTA CON VIAS PRINCIALES, UBICADO CERCA DE PARQUES, PLAZAS COMERCIALES, ESCUELAS, BANCOS Y FARMACIAS. EL INMUEBLE CUENTA CON UNA ESTANCIA COMODA, COCINA INTEGRAL, 3 RECAMARAS, 3.5 BAÑOS,2 LUGARES DE ESTACIONAMIENTO Y ESTUDIO.""""""NO SE ACEPTAN CREDITOS""""""MAYOR INFORMACIÓN CON MONTSERRAT CELIS :",10 jun 2023 - Publicado por Kioto-Montserrat Celis,68104.0,1.0
"VENTA DE CASA, OAXACA,Nuroa",Nuroa,Casa,fraccionamiento trinidad de las huertas,910000.0,4.0,3.0,360.0,200.0,"MARAVILLOSA ZONA CON ALTA PLUSVALIA, CUENTA CON, SALA, COMEDOR AMPLIOS, COCINA INTEGRAL, 4 RECAMARAS, 3.5 BAÑOS, 3 LUGARES DE ESTACIONAMIENTO, PATIO, CUARTO DE LAVADO,  ESTUDIO, CUARTO DE TV. ES UNA PROPIEDAD IDEAL PARA VIVIR, E INCREMENTAR TU PATRIMONIO, ¡¡ES TU OPORTUNIDAD PARA CONVERTIRLO EN EL HOGAR DE TUS SUEÑOS!! LA ZONA ES MUY TRANQUILA, ES UNA UBICACIÓN ENVIDIABLE, TIENE TODOS LOS SERVICIOS A TU ALCANCE, ESCUELAS, PARQUES, COMERCIOS, SUPERMERCADOS. CON ACCESO POR PRINCIPALES VÍAS DE COMUNICACIÓN, A POCOS MINUTOS DE LAS AVENIDAS PRINCIPALES DE LA ZONA.",13 jun 2023 - Publicado por Kioto-franco Saldivar,68120.0,1.0
"VENTA DE CASA EN OAXACA,Nuroa",Nuroa,Casa,barrio jalatlaco,695000.0,3.0,2.0,240.0,189.0,"EXCELENTE OPORTUNIDAD DE ADQUIRIR HERMOSACASA A UN ATRACTIVO COSTO Y CON EXCELENTE PLUSVALÍA.LA MEJOR INVERSIÓN EN BIENES RAÍCES LA DISTRIBUCIÓN ES: SALA, COMEDOR, COCINA,3 RECAMARAS AMPLIAS,2.5 BAÑOS,2 LUGARES DE ESTACIONAMIENTO, CUARTO DE LAVADO.EXCELENTE UBICACIÓNCERCA DE: CENTROS COMERCIALES, UNIVERSIDADES, ESCUELAS, HOSPITALES, CLINICAS, CAFETERIAS, TIENDAS DE AUTO SERVICIO, BANCOS Y PARQUES",11 jul 2023 - Publicado por Kioto-Abraham Corpus,68080.0,1.0
"Venta de Casa en Oaxaca, Agencia de Policia Guadalupe Victoria Sector 6, Oaxaca de Juárez, Oaxaca, México,Nuroa",Nuroa,Casa,ejido guadalupe victoria,510000.0,4.0,3.0,387.0,221.0,"TE OFRECEMOS UNA PROPIEDAD UBICADA EN UNA ZONA CONFORT DEL ESTADO DE OAXACA A UN PRECIO EXCEPCIONALMENTE ACCESIBLE. ESTA CASA TIENE ACCESO POR AVENIDAS PRINCIPALES Y ESTÁ RODEADA DE ESCUELAS Y TIENDAS, LO QUE LA CONVIERTE EN UNA ZONA MUY TRANQUILA PARA VIVIR.CON 4 AMPLIAS RECÁMARAS, UN ESTUDIO, UNA SALA Y COCINA, 3.5 BAÑOS, ¡Y UN AMPLIO ESPACIO PARA TUS MASCOTAS!, ESTA CASA ES EL LUGAR PERFECTO PARA VIVIR. ADEMÁS, CUENTA CON 2 LUGARES DE ESTACIONAMIENTO Y ES UNA INVERSIÓN TOTALMENTE SEGURA, CON ENTREGA GARANTIZADA BAJO CONTRATO. ¡NO ESPERES MÁS Y ADQUIERE ESTA PROPIEDAD HOY MISMO!",13 jul 2023 - Publicado por Kioto-ANDRES MONTES,68277.0,1.0
"VENTA DE CASA EN OAXACA COL AMERICA SUR OAXACA DE JUAREZ,Nuroa",Nuroa,Casa,america sur,715000.0,3.0,3.0,415.0,216.0,"UNICA OPORTUNIDAD DE ADQUIRIR BONITA CASA CON EXCELENTE UBICACIÓN DENTRO DE COLONIA AMERICA SUR, CUENTA CON VIAS PRINCIALES, UBICADO CERCA DE PARQUES, PLAZAS COMERCIALES, ESCUELAS, BANCOS Y FARMACIAS. EL INMUEBLE CUENTA CON UNA ESTANCIA COMODA, COCINA INTEGRAL, 3 RECAMARAS, 3.5 BAÑOS,2 LUGARES DE ESTACIONAMIENTO Y ESTUDIO",24 jun 2023 - Publicado por Kioto-Raquel Aguilar,68104.0,1.0
"CASA EN VENTA EN MACEDONIO ALCALA COL AGENCIA DE POLICIA GUADALUPE VICTORIA OAXACA DE JUAREZ,Nuroa",Nuroa,Casa,ejido guadalupe victoria,510000.0,4.0,3.0,387.0,221.0,"ESTA ES LA OPORTUNIDAD PARA REALIDAD TU SUEÑO DE TENER UNA CASA PROPIA, INVIERTE EN UNA PROPIEDAD A UN EXCELENTE PRECIO, UBICADA EN UNA ZONA EXCLUSIVA DEL ESTADO DE OAXACA, ACCESO POR AVENIDAS PRINCIPALES, RODEADA DE ESCUELAS, TIENDAS, UNA ZONA MUY TRANQUILA PARA VIVIR, SU DISTRIBUCION ES DE : 4 AMPLIAS RECAMARAS, ESTUDIO, SALA ,COCINA, 3.5 BAÑOS, AMPLIO ESPACIO PARA TENER A TUS MASCOTAS, 2 LUGARES DE ESTACIONAMIENTO, INVERSION TOTALMENTE SEGURA,",22 jul 2023 - Publicado por Kioto-Alejandro Peña,68277.0,1.0
"VENTA DE CASA EN OAXACA,Nuroa",Nuroa,Casa,barrio la noria,790000.0,3.0,2.0,250.0,113.0,"MAGNIFICA OPORTUNIDAD DE ADQUIRIR BONITA CASA CON EXCELENTE PLUSVALIA. LA DISTRIBUCION ES SALA, COMEDOR, COCINA, CUARTO DE LAVADO, 3 RECAMARAS, 2.5 BAÑOS, 1 LUGAR DE ESTACIONAMIENTO Y AMPLIO JARDIN PRIVADO. EXCELENTES VIAS DE ACCESO PERIFERICO, EDUARDO MATA, HOTELES, CENTROS COMERCIALES, CERCANA A SUPERMERCADOS, ZONA DE BANCOS, PARQUES, ESCUELAS, FARMACIAS, TIENDAS, ETC.",28 jul 2023 - Publicado por Kioto-Montserrat Celis,68083.0,1.0
"VENTA DE CASA EN OAXACA COL GUADALUPE VICTORIA,Nuroa",Nuroa,Casa,ejido guadalupe victoria,510000.0,4.0,3.0,387.0,221.0,"OPORTUNIDAD PARA HACER REALIDAD TU SUEÑO DE TENER UNA CASA PROPIA, INVIERTE EN UNA PROPIEDAD A UN EXCELENTE PRECIO, UBICADA EN UNA ZONA EXCLUSIVA DEL ESTADO DE OAXACA.ACCESO POR AVENIDAS PRINCIPALES, RODEADA DE ESCUELAS, TIENDAS, UNA ZONA MUY TRANQUILA PARA VIVIR, SU DISTRIBUCION ES DE : 4 AMPLIAS RECAMARAS, ESTUDIO, SALA ,COCINA, 3.5 BAÑOS, AMPLIO ESPACIO PARA TENER A TUS MASCOTAS, 2 LUGARES DE ESTACIONAMIENTO.ASESOR INMOBILIARIO LIC. ALEXA HELLERTEL.",12 jul 2023 - Publicado por Kioto-Alexa Heller,68277.0,1.0
"VENTA DE CASA EN COL. GUADALUPE VICTORIA OAXACA OAX,Nuroa",Nuroa,Casa,fraccionamiento san carlos,510000.0,4.0,3.0,387.0,221.0,"HERMOSA CASA, UBICADA EN UNA ZONA EXCLUSIVA DEL ESTADO DE OAXACA, ACCESO POR AVENIDAS PRINCIPALES, RODEADA DE ESCUELAS, TIENDAS, UNA ZONA MUY TRANQUILA PARA VIVIR, SU DISTRIBUCION ES DE : 4 AMPLIAS RECAMARAS, ESTUDIO, SALA ,COCINA, 3.5 BAÑOS, AMPLIO ESPACIO PARA TENER A TUS MASCOTAS, 2 LUGARES DE ESTACIONAMIENTO",12 jul 2023 - Publicado por Kioto-Juan Jose,68024.0,1.0
"VENTA DE CASA EN OAXACA DE JUAREZ COL. AMERICA SUR,Nuroa",Nuroa,Casa,america sur,590000.0,3.0,2.0,415.0,264.0,"GRAN OPORTUNIDAD DE ADQUIRIR BONITA CASA DE 415 m2 DE CONSTRUCCIÒN CON EXCELENTE UBICACIÓN DENTRO DE COLONIA AMERICA SUR. GRAN VISTA Y AMBIENTE RUSTICO. CUENTA CON VIAS PRINCIALES, UBICADO CERCA DE PARQUES, PLAZAS COMERCIALES, ESCUELAS, BANCOS Y FARMACIAS. EL INMUEBLE CUENTA CON UNA ESTANCIA COMODA, COCINA INTEGRAL, 3 RECAMARAS, 3.5 BAÑOS, 2 LUGARES DE ESTACIONAMIENTO Y ESTUDIO.","Hace 2 semanas, 4 días - Publicado por Kioto-Andres Freixas",68104.0,1.0
"VENTA DE CASA EN OAXACA, OAXACA, CENTRO, OAXACA, OAX.,Nuroa",Nuroa,Casa,manuel sabino crespo,320000.0,4.0,3.0,380.0,279.0,"GRAN OPORTUNIDAD DE INVERSION CON ESTA GRAN PROPIEDAD, EN EXELENTE COLONIA DEL ESTADO DE OAXACA EMBLEMATICO ESTADO DE LA REPUBLICA, DISTRIBUCION EN DOS PLANTAS CUENTA CON 4 RECAMARAS, 3 BAÑOS SALA, COMEDOR, EXTENSO JARDIN Y PATIO TRASERO.   ESTACIONAMIENTO PARA 2 AUTOS, EXELENTE UBICACIÓN Y ZONA TRANQUILA DE GRAN COMODIDAD EN ACCESOS Y AVENIDAS PRINCIPALES A 2 KM DEL CENTRO DE OAXACA ( ZOCALO ) Y A 1 KM DEL AUDITORIO DE LA GUELAGUETZA","Hace 1 semana, 2 días - Publicado por Kioto-ANDRES MONTES",68045.0,2.0
"VENTA DE CASA EN SANTA ROSA, EDUCACION, OAXACA.,Nuroa",Nuroa,Casa,fraccionamiento los cedros,780000.0,2.0,1.0,95.0,95.0,"HERMOSA PROPIEDAD PARA INVERTIR EN TU PATRIMONIO, EL INMUEBLE CUENTA UNA COMODA ESTANCIA CUENTA CON 2 AMPLIAS RECAMARAS, 1 BAÑO Y 1 MEDIO BAÑO, 1 LUGAR PARA ESTACIONAMIENTO  EXCELENTE UBICACIÓN EN LA MEJOR ZONA RODEADA DE PRINCIPALES VIAS DE ACCESO","Hace 2 semanas, 5 días - Publicado por Kioto Services",68010.0,1.0
"Remate bancario de casa en Oaxaca,Nuroa",Nuroa,Casa en Fraccionamiento,san felipe del agua,347740.0,3.0,2.0,218.0,170.0,"Oportunidad única de inversión en la Hermosa Ciudad de Oaxaca, ubicada dentro de una privada con pocas propiedades y con una superficie de terreno de 170m2 aproximados, esta preciosa casa puede ser tuya a un precio inmejorable muy por debajo del valor comercial del inmueble. La casa cuenta con 3 amplias recamaras, 2 baños, 1 lugar de estacionamiento,área verde al frente, patio trasero de servicio, cocina equipada, amplia estancia sala-comedor, pisos de loseta cerámica en todos los interiores y una muy buena iluminación natural. Dale el espacio a tu familia que siempre has deseado y multiplica tu patrimonio. La casa se ubica a unos minutos de Oaxaca Centro, Universidad La Salle, tiendas departamentales, Bancos, Restaurantes, zona Turística y todo el atractivo que esta ciudad ofrece. No la Dejes Pasar. Agenda una cita y conoce esta atractiva opción que te ofrecemos , acompañamiento jurídico durante todo el proceso. Contáctanos,Pedro Rodríguez Asesor inmobiliario, también contesto WhatsApp.","Hace 1 semana, 5 días - Publicado por Renovación Patrimonial Monthein - PEDRO RODRIGUEZ",68026.0,1.0
"VENTA DE CASA EN OAXACA COL AGENCIA DE POLICIA GUADALUPE VICTORIA,Nuroa",Nuroa,Casa,ejido guadalupe victoria,510000.0,4.0,3.0,387.0,221.0,"EXCELENTE OPORTUNIDAD DE ADQUIRIR HERMOSACASA A UN ATRACTIVO COSTO Y CON EXCELENTE PLUSVALÍA.LA MEJOR INVERSIÓN EN BIENES RAÍCES LA DISTRIBUCIÓN ES: SALA, COMEDOR, COCINA4 RECAMARAS AMPLIAS3.5 BAÑOS2 LUGARES DE ESTACIONAMIENTOCUARTO DE LAVADO. EXCELENTE UBICACIÓNCERCA DE: CENTROS COMERCIALES, UNIVERSIDADES, ESCUELAS, HOSPITALES, CLINICAS, CAFETERIAS, TIENDAS DE AUTO SERVICIO, BANCOS Y PARQUES","Hace 1 semana, 2 días - Publicado por Kioto-Keyla  Marquez",68277.0,1.0
"VENTA DE CASA EN COL. AMERICA SUR, OAXACA DE JUAREZ, OAX. (NO CRÉDITO),Nuroa",Nuroa,Casa,america sur,9887478.0,3.0,3.0,415.0,264.0,"¡Increíble oportunidad de adquirir una hermosa casa en una de las mejores zonas de Colonia America Sur! La propiedad cuenta con una ubicación inmejorable, cerca de vías principales, parques, plazas comerciales, escuelas, bancos y farmacias. La casa tiene una distribución cómoda, con una hermosa cocina integral, 3 amplias recámaras, 3.5 baños, 2 lugares de estacionamiento y un estudio, lo que la hace ideal para familias grandes o aquellas que buscan un espacio adicional para trabajar desde casa. ¡No pierdas esta oportunidad de hacer realidad el sueño de tener tu propia casa hoy mismo! No se aceptan créditos, ¡contáctanos para más información y asesoría personalizada!","Hace 1 día, 10 horas - Publicado por Kioto-Juan Jose",68104.0,1.0
"VENTA DE CASA EN GUADALUPE VICTORIA, OAXACA, OAXACA,Nuroa",Nuroa,Casa,ejido guadalupe victoria segunda seccion,560000.0,3.0,2.0,250.0,300.0,"Hermosa propiedad en venta.La propiedad consta de 3 recamaras, 2 baños y medio, 2 lugares de estacionamiento, sala, comedor y cocina integral.Todas las estancias con acabados modernos y atractivosUbicada en excelente zona, de alta PLUSVALIA, haz crecer tu patrimonio.Excelente oportunidad para invertir.La compra debe ser con recursos propios, NO SE ACEPTAN CREDITOS HIPOTECARIOS.Agenda tu cita virtual o en corporativo.Alexis Ibañez","Hace 2 semanas, 3 días - Publicado por GP SERVICIOS INMOBILIARIOS - ALEXIS IBAÑEZ",68277.0,1.0
"Venta de Casa en Col. Centro, Oaxaca,Nuroa",Nuroa,Casa,manuel sabino crespo,427700.0,5.0,3.0,270.0,270.0,"Con esta hermosa propiedad tienes una extraordinaria oportunidad de incrementar tu patrimonio; ubicada muy cerca de ICJ Posgrados SC, Museo de Sitio ""Casa Juárez"" y Neurología Clínica y Diagnóstica; su ubicación le permite acceder a distintos centros comerciales, escuelas, restaurantes y hospitales...La propiedad cuenta con sala, comedor, cocina integral, 5 recamaras, 3 baños y 2 lugares de estacionamiento.LA COMPRA DEBE SER CON RECURSOS PROPIOS.NO SE ACEPTAN CRÉDITOS.Gestionamos todos los trámites legales; desde la firma del contrato, hasta la entrega de la propiedad. No es necesario que el comprador se involucre o invierta tiempo y dinero.","Hace 1 semana, 4 días - Publicado por GPS DECAFHE - Natalia Aguilar",68045.0,1.0
"VENTA DE CASA EN FRAMBOYANES, OAXACA.,Nuroa",Nuroa,Casa,fraccionamiento trinidad de las huertas,630000.0,3.0,2.0,400.0,335.0,"MAGNIFICA OPORTUNIDAD DE ADQUIRIR BONITA CASA A UN MUY ATRACTIVO COSTO Y CON EXCELENTE PLUSVALIA CASA, LA DISTRIBUCIÓN ES SALA, COMEDOR, COCINA, CUARTO DE LAVADO, 3 RECAMARAS, 1 BAÑO, ESTUDIO, 1 LUGAR DE ESTACIONAMIENTO.EXCELENTES VIAS DE ACCESO, ESCUELAS, CENTROS COMERCIALES, BANCOS. ADQUIERE PROPIEDAD CON UN DESCUENTO DEL 50 AL 70% DE SU VALOR COMERCIAL, SU INVERSIÓN 100% SEGURA, ENTREGA GARANTIZADAMAYOR INFORMES CON LIC. FERNANDO LOZADA 55,70,64,64,24.","Hace 1 semana, 1 día - Publicado por Peza Constructora e Inmobiliaria S.A de C.V Lic. Fernando Lozada",68120.0,1.0
"CASA DE 5 RECAMARAS EN FRACCIONAMIENTO LOS ALAMOS A 5 MINUTOS DE PLAZA BELLA,Nuroa",Nuroa,Casa en Fraccionamiento,fraccionamiento los alamos,1600000.0,5.0,2.0,135.0,63.0,"Casa ubicada en el Fraccionamiento los Álamos Infonavit, Montoya, Oax. a cinco minutos de Plaza Bella, de zonas comerciales, escuelas y bancos.Recién remodelada y pintada, en excelentes condiciones, lista para ser habitada.Tres nivelesPrimer nivel• Cochera un auto techada• Sala• Comedor• Cocina• Cisterna 10 mil lSegundo nivel• Tres recamaras• Un estudio• Dos baños completosTercer nivel• Terraza• Dos cuartos• Área de lavado63 m2 terreno135 m2 ConstrucciónPRECIO DE VENTA:$1,600,000.00“INMOBILIARIA ZAGAO”Calle Boulevard de La Paz 102Colinas de La Soledad, OaxacaMARIA ZARATE OROZCO,GONZALO GALVAN FLORES,",3 may 2023 - Publicado por Inmobiliaria Zagao,68143.0,1.0
"CASA NUEVA EN VENTA 3 RECAMARAS COL.LOMA LINDA,Nuroa",Nuroa,Casa,loma linda,6600000.0,3.0,4.0,280.0,147.0,"Hermosa y amplia casa con espacios acogedores para toda la familia, para estrenar con todas las comodidades y amenidades de buen gusto, con un toque moderno con acabados de primera calidad.Ubicada en la Colonia Loma Linda, con increíble vista a la ciudad, a escasos minutos a San Felipe, Col Reforma, centro, colegios como La Salle, Sport city, plazas, bancos, supermercados y comercio en general.Características:  147 m2 de Terreno  280 m2 de construcciónPLANTA BAJA:  Cochera para dos autos portón eléctrico.  Estancia  Comedor  Medio baño de visitas.  Amplia cocina integral  Patio de servicio con área de lavado. (lavadora, calentador de gas, lavadero)  Jardín trasero.PRIMER NIVEL:  Vestíbulo o hall  Recamara principal con baño completo y vestidor.  Dos recamaras con closet y baño completo cada una.SEGUNDO NIVEL:  Azotea o/y terraza.  Cuarto de servicio  Baño completo de servicio  Escalera de servicio.  Gas estacionario  Pisos de interceramic.  Griferia ""Helvex""  Sistema de bombeo inteligente (La bomba está sumergida en la cisterna).  Ventanas de aluminio.  Puertas y closets con acabados de encino.PRECIO DE VENTA:$6,600,000.00""INMOBILIARIA ZAGAO""Calle Boulevard de La Paz 102Colinas de La Soledad, OaxacaMARIA ZARATE OROZCO  GONZALO GALVAN FLORES",3 may 2023 - Publicado por Inmobiliaria Zagao,68024.0,2.0
