title,seller,property_type,address,price,bedrooms,bathrooms,built_area,land_area,description,publication_date
CASA EN VENTA EN BARRIO DEL EX MARQUEZADO-OAXACA,lamudi,Casa,"Barrio Ex-Marquezado, Oaxaca, Oaxaca",6000000,,,,277,DESCRIPCIÓNPLANTA BAJA-Sala-Comedor-Cocina-3 habitaciones-2 baños completos-1/2 baño-Patio de servicio-Cochera para 2 autos-Patio Central-Área de lavaderoPLANTA ALTA-1 habitaciónEQUIPAMIENTO URBANO Y SERVICIOS-Red de energía eléctrica-Red de alumbrado público-Red de agua potable-Red de drenaje y alcantarillado-Calles pavimentadas-Transporte inmediato,21 abr 2023 - Publicado por Arturo Unda
HERMOSA CASA EN VENTA EN SAN FELIPE DEL AGUA,lamudi,Casa,"San Felipe del Agua, Oaxaca, Oaxaca",11499000,,5,,200,"En Venta Casa en San Felipe del AguaCuenta con 3 Niveles y amplios espacios✅Primer nivel:▪️Cochera techada para 2 autos.▪️Cisterna de 10,000 litros.▪️Jardín el cual tiene sembrado un árbol representativo del estado, un Pochote.▪️Sala▪️Comedor▪️Cocina integral Incluye estufa y campana▪️Patio de servicio▪️Medio baño ▪️Estudio.✅Segundo nivel:▪️Recámara 1 con closet y baño completo.▪️Recámara 2 con vestidor y baño completo.▪️Recámara 3 con closet, baño completo y jardín en interior.▪️Recámara 4  con closet y baño completo.✅Tercer nivel:▪️Recámara 5 con closet y baño completo.▪️Cuarto de máquinas y área y cuarto de servicio▪️Área de alimentos▪️Medio baño.▪️Roof Garden amplió, la mayor parte techado.✅Adicionales:▪️En el techo de la recámara del 3 nivel están instalados el tinaco y gas estacionario.▪️Todas las recamaras y sala comedor cuentan con la preparación para clima.🏡220 metros de terreno.🏡500 metros de construcción.🔹Precio de venta: $ 11,499,000",14 ago 2023 - Publicado por Fiabilidad e Inversion en Bienes Raíces
EN VENTA AMPLIA CASA CERCA DE LA UNIVERSIDAD LASALLE ZONA NORTE CON ALBERCA,lamudi,Casa,"Ejido Guadalupe Victoria, Oaxaca, Oaxaca",8800000,,3,,210,"💢SE VENDE CASA  CERCA DE LA UNIVERSIDAD LA SALLE, EN  EJIDO GUADALUPE VICTORIA.💢✅$8,800,000▪️Terreno: 210.88 m2▪️Construcción: 342.52 m2*Características**Primer Nivel*:🔹Cochera techada para 3 vehículos con portón eléctrico🔹Recibidor con baño para visitas🔹Mini Bar con aire acondicionado 🔹Jardinera con una mini bodega🔹 Sala -Comedor🔹Amplia cocina equipada 🔹Alacena🔹Terraza con Alberca climatizada *Segundo Nivel:*🔹1 Recámara con Vestidor , Baño completo con canceleria de vidrio templado y aire acondicionado 🔹1 Recámara con amplio closet , baño completo con canceleria y aire acondicionado *Tercer Nivel:*🔹 Amplia Recamara Principal con aire acondicionado, terraza , lavabo doble, baño, Amplio vestidor y vapor.🔹Cuarto de lavado 🔹Closet de blancos Azotea:🔹Techo completamente con loseta🔹Calentador🔹 Hidroneumático*Adicionales*:🔸Cuarto de máquinas para la alberca 🔸Cerca Eléctrica🔸Alarma🔸 Video portero 🔸Cisterna de 20,000 lts🔸Todas las ventanas cuentan con mosquiteros y cortinas black out.",15 ago 2023 - Publicado por Fiabilidad e Inversion en Bienes Raíces
CASA EN VENTA EN EJIDO GUADALUPE VICTORIA CERCA DE LA SALLE,lamudi,Casa,"Ejido Guadalupe Victoria, Oaxaca, Oaxaca",8800000,,3,,,"💢SE VENDE CASA  CERCA DE LA UNIVERSIDAD LA SALLE, EN  EJIDO GUADALUPE VICTORIA.💢✅$8,800,000▪️Terreno: 210.88 m2▪️Construcción: 342.52 m2*Características**Primer Nivel*:🔹Cochera techada para 3 vehículos con portón eléctrico🔹Recibidor con baño para visitas🔹Mini Bar con aire acondicionado 🔹Jardinera con una mini bodega🔹 Sala -Comedor🔹Amplia cocina equipada 🔹Alacena🔹Terraza con Alberca climatizada *Segundo Nivel:*🔹1 Recámara con Vestidor , Baño completo con canceleria de vidrio templado y aire acondicionado 🔹1 Recámara con amplio closet , baño completo con canceleria y aire acondicionado *Tercer Nivel:*🔹 Amplia Recamara Principal con aire acondicionado, terraza , lavabo doble, baño, Amplio vestidor y vapor.🔹Cuarto de lavado 🔹Closet de blancos Azotea:🔹Techo completamente con loseta🔹Calentador🔹 Hidroneumático*Adicionales*:🔸Cuarto de máquinas para la alberca 🔸Cerca Eléctrica🔸Alarma🔸 Video portero 🔸Cisterna de 20,000 lts🔸Todas las ventanas cuentan con mosquiteros y cortinas black out.",12 jul 2023 - Publicado por Bienes Raíces Oaxaca
REMATO CASA EN CENTRO DE OAXACA ¡OPORTUNIDAD!,lamudi,Casa,"Barrio La Noria, Oaxaca, Oaxaca",1604390,3,2,416,,"¡EXCELENTE OPORTUNIDAD!REMATO AMPLIA CASA A 5 MIN DEL CENTRO DE OAXACA.RECUPERACIÓN BANCARIAPRECIO MUY POR DEBAJO DEL VALOR COMERCIALVALOR APROXIMADO: 3.6 MDPSOLO PAGO DE CONTADO, NO SE ACEPTAN CRÉDITOSENTREGA GARANTIZADAPARA MAYOR INFORMACIÓN, COMUNICATE CONMIGO.",29 mar 2023 - Publicado por Gutza Bienes Raices
REMATO CASA EN CENTRO DE OAXACA ¡OPORTUNIDAD!,lamudi,Casa,"Barrio La Noria, Oaxaca, Oaxaca",1829115,3,2,416,,"¡EXCELENTE OPORTUNIDAD!REMATO AMPLIA CASA A 5 MIN DEL CENTRO DE OAXACA.RECUPERACIÓN BANCARIAPRECIO MUY POR DEBAJO DEL VALOR COMERCIALVALOR APROXIMADO: 3.6 MDPSOLO PAGO DE CONTADO, NO SE ACEPTAN CRÉDITOSENTREGA GARANTIZADAPARA MAYOR INFORMACIÓN, COMUNICATE CONMIGO.",29 mar 2023 - Publicado por Gutza Bienes Raices
Casa de REMATE BANCARIO en Oaxaca Centro.,lamudi,Casa,"Barrio La Noria, Oaxaca, Oaxaca",2293000,,,,,"No se aceptan créditos Precio de remate., Aprovecha el descuento. Recuperación bancaria. Contáctame y te asesoro de manera correcta, Seguridad y Transparencia en tu compra.Cristina Téllez",5 may 2023 - Publicado por Gutza Bienes Raices
Casa en Oaxaca,lamudi,Casa,"Fraccionamiento Elsa, Oaxaca, Oaxaca",1582000,3,3,200,,"OPORTUNIDAD HIPOTECARIA                    Casa en venta en Oaxaca de JuárezCaracterísticas principales: 3 habitaciones3 baños1 estacionamientos200 m2Propiedad de RECUPERACIÓN HIPOTECARIA  con la empresa líder en el sector.(CONFIANZA, SEGURIDAD, TRANQUILIDAD)Nos aseguramos de asesorarte y protegerte con la ayuda de los mejores asesores y abogados especializados en Remates Bancarios.-Únicamente recursos propios (2 exhibiciones).-Entrega física garantizada por contrato.Contrato respaldado por los bancos más importantes a nivel nacional.Toda la seguridad que buscas esta en Gutza Bienes Raíces.",5 ago 2023 - Publicado por Gutza Bienes Raices
Casa en Loma Linda,lamudi,Casa,"Loma Linda, Oaxaca, Oaxaca",2577000,3,3,180,,"OPORTUNIDAD HIPOTECARIACasa en venta en Oaxaca de JuárezCaracterísticas principales: 3 habitaciones3 baños2 estacionamientos180 m2Propiedad de RECUPERACIÓN HIPOTECARIA  con la empresa líder en el sector.(CONFIANZA, SEGURIDAD, TRANQUILIDAD)Nos aseguramos de asesorarte y protegerte con la ayuda de los mejores asesores y abogados especializados en Remates Bancarios.-Únicamente recursos propios (2 exhibiciones).-Entrega física garantizada por contrato.Contrato respaldado por los bancos más importantes a nivel nacional.Toda la seguridad que buscas esta en Gutza Bienes Raíces.",11 ago 2023 - Publicado por Gutza Bienes Raices
REMATO AMPLIA CASA SOLA EN TRINIDAD DE LAS HUERTAS OAXACA,lamudi,Casa,"Fracc Trinidad de las Huertas, Oaxaca, Oaxaca",2355200,3,2,205,,"¨PROPIEDAD DE RECUPERACIÓN BANCARIA¨¨EN LAS CRISIS SE GENERAN LAS GRANDES OPORTUNIDADES¨¨CASA EN CALLE HUERTA FRAMBOYANES, TRINIDAD DE LA HUERTA, OAXACA, OAXACA.¨¨PRECIO GUTZA:$ 2 .35 MDP¨¨SOMOS LA EMPRESA LIDER EN INMUEBLES DE RECUPERACION BANCARIA¨¨SOLO DE CONTADO, NO SE ACEPTAN CREDITOSAGENDA UNA CITA:,CONTACTO:,PATRICIA BOCANEGRA GERENTE COMERCIAL GUTZA BIENES RAICESHacemos las siguientes recomendaciones para los interesados en remates hipotecarios, antes de entrar en este tipo de inversiones para evitar fraudes:*Que los pagos que realices sean facturados (honorarios, cesión, gastos) y la cuenta bancaria a la que los hagas sean a la empresa que te realiza el contrato.*Que en el contrato se comprometan a la entrega del inmueble no solo a una cesión de derechos o a una ""devolución"" (no hay certeza).*Que tengas acceso a la documentación legal del proceso o del inmueble.*Que te muestren los contratos (vigentes) con los bancos que trabajan.*Que las oficinas no sean en casas o en oficinas (en edificios donde hay multiples empresas, que rentan despachos por mes, incluso amuebladas), al ser un negocio a largo plazo no tienes certidumbre que en dos años seguirán ahí.Todas estas garantías te las ofrecemos en Gutza, evita problemas, acércate con los profesionales.",29 jun 2023 - Publicado por Gutza Bienes Raices
Casa en Oaxaca de Juarez,lamudi,Casa,"Oaxaca Centro, Oaxaca, Oaxaca",2294000,3,3,190,,"OPORTUNIDAD HIPOTECARIA                    Casa en venta en Oaxaca de JuárezCaracterísticas principales: 3 habitaciones3 baños2 estacionamientos4190 m2Propiedad de RECUPERACIÓN HIPOTECARIA  con la empresa líder en el sector.(CONFIANZA, SEGURIDAD, TRANQUILIDAD)Nos aseguramos de asesorarte y protegerte con la ayuda de los mejores asesores y abogados especializados en Remates Bancarios.-Únicamente recursos propios (2 exhibiciones).-Entrega física garantizada por contrato.Contrato respaldado por los bancos más importantes a nivel nacional.Toda la seguridad que buscas esta en Gutza Bienes Raíces.",5 ago 2023 - Publicado por Gutza Bienes Raices
REMATO AMPLIA CASA SOLA EN TRINIDAD DE LAS HUERTAS OAXACA,lamudi,Casa,"Fracc Trinidad de las Huertas, Oaxaca, Oaxaca",2355200,3,2,205,,"¨PROPIEDAD DE RECUPERACIÓN BANCARIA¨¨EN LAS CRISIS SE GENERAN LAS GRANDES OPORTUNIDADES¨¨CASA EN CALLE HUERTA FRAMBOYANES, TRINIDAD DE LA HUERTA, OAXACA, OAXACA.¨¨PRECIO GUTZA:$ 2 .35 MDP¨¨SOMOS LA EMPRESA LIDER EN INMUEBLES DE RECUPERACION BANCARIA¨¨SOLO DE CONTADO, NO SE ACEPTAN CREDITOSAGENDA UNA CITA:,CONTACTO:,PATRICIA BOCANEGRA GERENTE COMERCIAL GUTZA BIENES RAICESHacemos las siguientes recomendaciones para los interesados en remates hipotecarios, antes de entrar en este tipo de inversiones para evitar fraudes:*Que los pagos que realices sean facturados (honorarios, cesión, gastos) y la cuenta bancaria a la que los hagas sean a la empresa que te realiza el contrato.*Que en el contrato se comprometan a la entrega del inmueble no solo a una cesión de derechos o a una ""devolución"" (no hay certeza).*Que tengas acceso a la documentación legal del proceso o del inmueble.*Que te muestren los contratos (vigentes) con los bancos que trabajan.*Que las oficinas no sean en casas o en oficinas (en edificios donde hay multiples empresas, que rentan despachos por mes, incluso amuebladas), al ser un negocio a largo plazo no tienes certidumbre que en dos años seguirán ahí.Todas estas garantías te las ofrecemos en Gutza, evita problemas, acércate con los profesionales.",29 mar 2023 - Publicado por Gutza Bienes Raices
"CASA EN REMATE! ADOLFO LOPEZ MATEOS, OAXACA-RRV",lamudi,Casa,"Dolores, Oaxaca, Oaxaca",2798929,4,3,220,,"EXCELENTE PROPIEDAD EN REMATE!! MUY BUENA UBICACION, CERCANA A ESCUELAS, SUPERMERCADOS, PLAZAS COMERCIALES, AVENIDAS PRINCIPALES, TRANSPORTE Y HOSPITALES.   Por medio de un REMATE BANCARIO y ante notario público haz la inversión más importante de tu vida!Somos la Primera línea en colocación de la cartera vencida de las principales Instituciones Financieras, ninguna inversión es mejor que la que te ofrece una garantía hipotecaria de alto rendimiento.Todos nuestros procesos quedan garantizados bajo contrato, nuestro equipo jurídico es especialista, por sus características las propiedades no pueden ser visitadas, no se aceptan créditos hipotecarios solo recursos propios.SOLO DE CONTADO, no se aceptan créditos. PRECIOS SUJETOS A CAMBIO SIN PREVIO AVISO Somos la empresa líder en Remates Bancarios en México. Contamos con convenios y contratos con los principales Bancos para promover sucesiones de derechos. Tenemos la mejor opción para ti. *Inmuebles en proceso jurídico. *Inmuebles adjudicados. *Inmuebles con cesión de derechos inmediata. **ENTREGA GARANTIZADA A UN CALCULO DE 12 MESES, LIBERADA Y DESALOJADA, TODO ESTIPULADO BAJO CONTRATO. LIC. ROBERTO RECENDIZ VALDOVINOSWhatsApp:",10 ago 2023 - Publicado por Gutza Bienes Raices
"CASA EN REMATE! MANUEL S. CRESPO, OAXACA CENTRO-RRV",lamudi,Casa,"Guelaguetza, Oaxaca, Oaxaca",1753440,3,2,160,,"EXCELENTE PROPIEDAD EN REMATE!! MUY BUENA UBICACION, CERCANA A ESCUELAS, SUPERMERCADOS, PLAZAS COMERCIALES, AVENIDAS PRINCIPALES, TRANSPORTE Y HOSPITALES.   Por medio de un REMATE BANCARIO y ante notario público haz la inversión más importante de tu vida!Somos la Primera línea en colocación de la cartera vencida de las principales Instituciones Financieras, ninguna inversión es mejor que la que te ofrece una garantía hipotecaria de alto rendimiento.Todos nuestros procesos quedan garantizados bajo contrato, nuestro equipo jurídico es especialista, por sus características las propiedades no pueden ser visitadas, no se aceptan créditos hipotecarios solo recursos propios.SOLO DE CONTADO, no se aceptan créditos. PRECIOS SUJETOS A CAMBIO SIN PREVIO AVISO Somos la empresa líder en Remates Bancarios en México. Contamos con convenios y contratos con los principales Bancos para promover sucesiones de derechos. Tenemos la mejor opción para ti. *Inmuebles en proceso jurídico. *Inmuebles adjudicados. *Inmuebles con cesión de derechos inmediata. **ENTREGA GARANTIZADA A UN CALCULO DE 12 MESES, LIBERADA Y DESALOJADA, TODO ESTIPULADO BAJO CONTRATO. LIC. ROBERTO RECENDIZ VALDOVINOSWhatsApp:",10 ago 2023 - Publicado por Gutza Bienes Raices
REMATE EN HUERTA FRAMBOYANES OAXACA,lamudi,Casa,"Fracc Trinidad de las Huertas, Oaxaca, Oaxaca",2449808,,,,,"¡¡¡ EN LAS CRISIS SE GENERAN LAS GRANDES OPORTUNIDADES!!!.                    REMATO CASA EN HUERTA FRAMBOYANES ,OAXACAPrecio GUTZA: $2,449,808.68SOLO DE CONTADO, no se aceptan créditos.• Somos la empresa líder en Remates Bancarios en México.•Contamos con convenios y contratos con los principales Bancos para vender sus inmuebles.•Mostramos documentación, de los bancos.• Tenemos la mejor opción para ti:*Inmuebles en proceso jurídico.*Inmuebles adjudicados.*Inmuebles que ya recuperamos, con posesión legal y física (entrega inmediata).• Contrato a 6 meses.Precios sujetos a cambioPara mayores informes comuníquese al siguiente numeroDaniel de la concha CampuzanoTel.",8 ago 2023 - Publicado por Gutza Bienes Raices
SE VENDE CASA EN LA COLONIA LIBERTAD - (3),lamudi,Casa,"Ejido Guadalupe Victoria, Oaxaca, Oaxaca",2750000,5,3,103,109,"Se vende propiedad para inversionistas, con ubicación estratégica, muy cerca de la Central de Abastos y el Centro de la ciudad, lista para habitar o ideal para cualquier negocio. (3)",12 jul 2023 - Publicado por REMAX cantera
Casa en Remate Hipotecario,lamudi,Casa,"Barrio La Noria, Oaxaca, Oaxaca",2890736,,,,,"BEGH46225586-JRACG¡¡¡¡¡¡¡Gran oportunidad!!!!!!Gutza Bienes Raíces es la empresa No.1 en Remates Bancarios del país. EVITA RIESGOS, ACÉRCATE CON LOS PROFESIONALES. Guía para comprar remates bancarios:Que los pagos que realices sean facturados (honorarios, cesión, gastos) y la cuenta bancaria a la que los hagas sean a la empresa que te realiza el contrato.Que en el contrato se comprometan a la entrega del inmueble no solo a una cesión de derechos  o a un a “devolución” (no hay certeza).Que tengas acceso a la documentación legal del proceso o del inmueble.Que te muestren los contratos (vigentes) con los bancos que trabajan.Que las oficinas no sean en casas o en oficinas ( en edificios donde hay múltiples empresas, que rentan despachos por mes, incluso amuebladas) al ser un negocio a largo plazo   no tienes certidumbre que en dos años seguirán ahí. Todas estas garantías te ñas ofrecemos en Gutza, evita problemas, acércate con los profesionales.TODAS ESTAS GARANTÍAS TE OFRECEMOS EN GUTZA BIENE RAICES , EVITA FRAUDES.La información publicada en este material tiene carácter informativo, por lo que la misma deberá de ser convalidada directamente por Gutza Bienes Raíces. Intermediación inmobiliaria Gutza, SA de CV. SE LIBERA A Gutza Bienes Raíces , intermediación inmobiliaria Gutza S.A. DE C.V. , a sus empleados, directivos y accionistas, filiales y empresas de cualquier responsabilidad que pudiera generarse por la falta de convalidación de la información, renunciado a cualquier  reclamación relacionada con lo anterior.",29 mar 2023 - Publicado por Gutza Bienes Raices
SE VENDE CASA EN FRACCIONAMIENTO LA JOYA,lamudi,Casa en Fraccionamiento,"Lázaro Cárdenas 1ra Secc, Oaxaca, Oaxaca",1299000,3,1,80,80,"ESTA BONITA CASA CUENTA CON LO SIGUIENTE  3 recámaras  2 Baños  Patio de servicio  cisterna de 5mil litros  Cajón de estacionamiento  Sala - Comedor  Cocina $1,299,000Dentro de fraccionamiento",24 abr 2023 - Publicado por Bienes Raíces Oaxaca
CASA DE UN NIVEL EN VENTA EN EL CENTRO DE OAXACA,lamudi,Casa,"Oaxaca Centro, Oaxaca, Oaxaca",7499000,2,1,,,"🏡Hermosa Casa de un solo nivel en el Centro de la ciudad de Oaxaca🏡📍La casa se encuentra en privada$7,499,000✅Características:🔹Sala .🔹Comedor .🔹Cocina equipada  y alacena .🔹2 recamaras con closet la principal cuenta con Instalación para aire acondicionado.🔹1 baño completo .🔹Closet de blancos .🔹Cuarto de servicio .🔹1/2 baño en el exterior con una pequeña bodega .🔹Cuenta con una bonita fuente en el patio. 🔹Hermoso corredor que extiende él comedor.♦️No cuenta con cochera ♦️🏡Medidas: 11 x 16",14 ago 2023 - Publicado por Fiabilidad e Inversion en Bienes Raíces
Casa - Oaxaca Centro,lamudi,Casa,"Barrio Xochimilco, Oaxaca, Oaxaca",27500000,9,2,750,,"Casa colonial catalogada  en el centro de Oaxaca de Juárez, a 6 cuadras del zócalo, 9 recámaras, sala, comedor, cocina y ante comedor, alberca, corredor con patio central, patio trasero.","Hace 2 semanas, 15 horas - Publicado por GBSA INMOBILIARIA"
VENDO BONITA CASA EN FRACCIONAMIENTO JARDINES DE BRENAMIEL,lamudi,Casa,"Estrella, Oaxaca, Oaxaca",1985000,3,2,160,104,"endo bonita casa en fracc. Jardines de brenamiel Caracteristicas:  Planta baja: Sala comedor Cocina integral Cochera techada Patio de sericio Medio baño para isitas Patio de laado  Planta alta :1 recamara con closets y baño completo 2 recamaras con closets que comparten baño completo Calentador solar  Cisterna de 5000 litros   104metros de terreno y de construcción 160  $1'985,000",20 abr 2023 - Publicado por INMOBILIARIA GAMALY
"SE VENDE CASA DE UNA SOLA PLANTA, EN SAN MARTÍN MEXICAPAN",lamudi,Casa,"Lázaro Cárdenas 1ra Secc, Oaxaca, Oaxaca",3000000,3,3,152,347,"CASA DE UNA SOLA PLANTA.CUANTA CON:SALACOMEDOR COCINA INTEGRAL PATIO AMPLIO COCHERA3 RECAMARAS CADA UNA CON BAÑO COMPLETOBODEGATODOS LOS SERVICIOS.PRECIO:$3""000,000",12 may 2023 - Publicado por INMOBILIARIA GAMALY
"¡¡CASA EN VENTA!! En el Fraccionamiento Arboledas Zaachila",lamudi,Casa en Fraccionamiento,"Lázaro Cárdenas 1ra Secc, Oaxaca, Oaxaca",1600000,3,2,80,60,"¡¡CASA EN VENTA!! En el Fraccionamiento Arboledas Zaachila, en Xoxocotlán Oaxaca",21 abr 2023 - Publicado por INMOBILIARIA GAMALY
SE VENDE HERMOSA Y AMPLIA CASA EN DONAJI ZONA NORTE,lamudi,Casa,"Volcanes, Oaxaca, Oaxaca",5300000,5,7,263,221,"🏡Hermosa casa en Venta en colonia Donaji zona norte de la ciudad, 🏡con amplio Jardin.🏡🔹Casa en esquina ▪️Terreno: 221.28 m2▪️construcción: 263.09 m2🔹$5,300,000Planta Baja✅Sala✅Comedor✅Cocina✅2 recamaras con baño✅1/2 baño✅Cuarto de lavado✅Área de Servicio✅Cochera para dos autosPLANTA ALTA✅1 Recamara con vestidor y baño✅2 recamaras con baño✅Sala de TV✅1/2 baño",24 abr 2023 - Publicado por Bienes Raíces Oaxaca
HERMOSA CASA EN VENTA SAN FRANCISCO TUTLA,lamudi,Casa,"Barrio Xochimilco, Oaxaca, Oaxaca",3750000,3,2,323,184,"$3,750,000.00PLANTA BAJA 2 COCHERAS ENTRADA PEATONAL CISTERNA 5.500 LTS  APROX.SALA COMEDOR COCINA INTEGRAL ISLA ALACENA 1/2 BAÑO   AREA DE SERVICIO JARDINPLANTA ALTA PRIMER NIVELRECAMARA PRINCIPAL CON VESTIDOR BAÑO COMPLETO Y JACUZZI 2 RECAMARAS AMPLIAS UNA  CON CLOSET Y UN BAÑO PARA COMPARTIR   PLANTA  TERCER NIVEL RECAMARA CON BAÑO COMPLETO MULTIFUNCIONAL ROOF GARDEN PARA 60 PERSONAS CON 1/2 BAÑO BAR ASADOR Y TERRAZA. EasyBroker ID: EB-IJ4384",19 feb 2023 - Publicado por NORA BAEZ RAMIREZ
EN VENTA CASA CERCA DE PLAZA DEL VALLE Y UABJO,lamudi,Casa,"5 Señores, Oaxaca, Oaxaca",5299000,,2,,,"💢CASA EN VENTA EN UN FRACCIONAMIENTO EXCLUSIVO CERCA DE PLAZA DEL VALLE💢$5,299,000 📌𝗖𝗔𝗥𝗔𝗖𝗧𝗘𝗥𝗜𝗦𝗧𝗜𝗖𝗔𝗦:➖𝙋𝙇𝘼𝙉𝙏𝘼 𝘽𝘼𝙅𝘼✅ Sala✅ Comedor✅ Cocina✅ Baño ✅ 2 habitaciones✅ Patio de Servicio✅ Cochera para 2 autos✅ Cisterna con Bomba✅ Jardin✅ Área de lavado✅ portón Eléctrico➖ PLANTA ALTA✅ Recámara Principal con closet, baño Completo y balcón✅ 2 Habitaciones adicionales con closet✅ Habitación con closet y terraza✅ 1 Baño completo compartidoInformación complementaria✅ Superficie terreno: 200 m2✅ Fraccionamiento privado✅ Vigilancia las 24 horas✅ Control de acceso al fraccionamiento✅Área recreativa",4 jun 2023 - Publicado por Bienes Raíces Oaxaca
CASA EN VENTA EN SAN FELIPE DEL AGUA ESTILO MEDITERRÁNEO,lamudi,Casa,"San Felipe del Agua, Oaxaca, Oaxaca",3290000,2,2,,130,"🏡 *EN VENTA CASA EN SAN FELIPE DEL AGUA *🏡🔖 $3,290,000*Propiedad Privada*🔸Terreno: 130 m2🔸Estilo: Construcción Mediterránea *Características*:🔹Sala 🔹Cocina - Comedor 🔹2 Recamaras 🔹2.5 Baños 🔹Estacionamiento para 2 autos🔹Se encuentra en Privada","Hace 2 semanas, 4 días - Publicado por Bienes Raíces Oaxaca"
Casa en REMATE BANCARIO en Oaxaca Centro,lamudi,Casa,"Guelaguetza, Oaxaca, Oaxaca",1753000,,,,,"No se aceptan créditos Precio de remate., Aprovecha el descuento. Recuperación bancaria. Contáctame y te asesoro de manera correcta, Seguridad y Transparencia en tu compra.Cristina Téllez",5 may 2023 - Publicado por Gutza Bienes Raices
VENDO CASA EN LA COLONIA REFORMA,lamudi,Casa,"Yalalag, Oaxaca, Oaxaca",8160000,3,2,188,220,"Vendó casa en colonia Reforma interior a un costado del centro comercial y mercado220 metros de terreno188 metros de construcciónPlanta bajaCisterna de 20,000 litros jardín cochera dos autos,sala comedor, cocina integral medio baño y albercaSegundo NivelTres recámaras con bañóGas estacionarioCuarto de servicioPrecio$ 8,160,000",21 abr 2023 - Publicado por INMOBILIARIA GAMALY
Casa - Oaxaca Centro,lamudi,Casa,"Barrio La Noria, Oaxaca, Oaxaca",9000000,7,2,300,,"Casa céntrica de dos niveles ideal para invertir y rentarla ya sea a corto o largo plazo, en muy buen estado de conservación.Cochera para un auto, recibidor, sala, comedor, cocina, área de lavado, dos habitaciones, medio baño y baño completo en planta baja, cuatro recámaras, área de TV, baño y área de servicio en planta alta.","Hace 2 semanas, 15 horas - Publicado por GBSA INMOBILIARIA"
HERMOSA CASA EN VENTA EN LA COLONIA CASCADA,lamudi,Casa,"La Cascada, Oaxaca, Oaxaca",4750000,3,3,239,239,"🔹HERMOSA CASA EN VENTA EN COLONIA LA CASCADA 🔹📌(Excelente ubicación)BIENVENIDOS LOS CREDITOS🔗239 M2Características🔸Planta baja:  ▪️Garage para un auto  ▪️Cuarto de servicio  ▪️Sala  ▪️Comedor  ▪️Cocina  ▪️Estudio  ▪️Medio baño  ▪️Patio trasero🔸Plata Alta:  ▪️1 Recámara principal con Closet/vestidor y baño  ▪️2 recámaras secundarias  ▪️1 baño completo  ▪️Cerca electrificada  ▪️Cámaras de seguridad  ▪️Tanque estacionario  ▪️Cisterna de 8,000 lt  🔖$ 4,750,000Aprovecha esta oportunidad en zona de Alta Plusvalia",24 abr 2023 - Publicado por Bienes Raíces Oaxaca
CASA EN VENTA CERCA DE PLAZA DEL VALLE CON HABITACION EN PLANTA BAJA,lamudi,Casa,"Agencia de Policía de Candiani, Oaxaca, Oaxaca",5299000,,,,,"💢CASA EN VENTA EN UN FRACCIONAMIENTO EXCLUSIVO CERCA DE PLAZA DEL VALLE💢$5,299,000 📌𝗖𝗔𝗥𝗔𝗖𝗧𝗘𝗥𝗜𝗦𝗧𝗜𝗖𝗔𝗦:➖𝙋𝙇𝘼𝙉𝙏𝘼 𝘽𝘼𝙅𝘼✅ Sala✅ Comedor✅ Cocina✅ Baño ✅ 2 habitaciones✅ Patio de Servicio✅ Cochera para 2 autos✅ Cisterna con Bomba✅ Jardin✅ Área de lavado✅ portón Eléctrico➖ PLANTA ALTA✅ Recámara Principal con closet, baño Completo y balcón✅ 2 Habitaciones adicionales con closet✅ Habitación con closet y terraza✅ 1 Baño completo compartidoInformación complementaria✅ Superficie terreno: 200 m2✅ Fraccionamiento privado✅ Vigilancia las 24 horas✅ Control de acceso al fraccionamiento✅Área recreativa",14 ago 2023 - Publicado por Fiabilidad e Inversion en Bienes Raíces
CASA EN VENTA EN EL CENTRO DE OAXACA,lamudi,Casa,"Oaxaca Centro, Oaxaca, Oaxaca",19500000,,,,602,"💢Se Vende Casa en el Centro de Oaxaca💢🔹$19,500,000🔹Cuenta con 602 m2Tiene dos accesos a la vivienda sobre la calle principal y por la privada(pasó de servidumbre)🔰Cuenta con lo siguiente:▪️2 locales comerciales ▪️15 cuartos ▪️2 Patios▪️Cisterna de 10,000 lts▪️Pozo de agua ▪️2 pequeños departamentos con baño propio.▪️11 Baños",14 ago 2023 - Publicado por Fiabilidad e Inversion en Bienes Raíces
"VENTA DE CASA EN GUADALUPE VICTORIA, OAXACA, OAXACA",lamudi,Casa,"Ejido Guadalupe Victoria 2da Secc, Oaxaca, Oaxaca",560000,,2,,300,"Hermosa propiedad en venta.La propiedad consta de 3 recamaras, 2 baños y medio, 2 lugares de estacionamiento, sala, comedor y cocina integral.Todas las estancias con acabados modernos y atractivosUbicada en excelente zona, de alta PLUSVALIA, haz crecer tu patrimonio.Excelente oportunidad para invertir.La compra debe ser con recursos propios, NO SE ACEPTAN CREDITOS HIPOTECARIOS.Agenda tu cita virtual o en corporativo.Alexis Ibañez",9 ago 2023 - Publicado por GP SERVICIOS INMOBILIARIOS - ALEXIS IBAÑEZ
CASA EN VENTA EN LA REFORMA - (3),lamudi,Casa,"Díaz Ordaz, Oaxaca, Oaxaca",4500000,2,2,140,161,"EN UNA DE LAS CALLES MAS TRANQUILAS DE LA REFORMA SE ENCUENTRA ESTA CASA CON TODOS LOS SERVICIOS CERCA, ESTA CASA CUENTA CON UN PATIO PARA PASAR UNOS GRATOS MOMENTOS CON LA FAMILIA (3)",13 jun 2023 - Publicado por REMAX cantera
